,BT084,DMB006,DMB012,MB002,MB511H,MED1712FH,RCMB28,RCMB32,RCMB38,RCMB40,RCMB45,RCMB51
ENSG00000175206.10,99,0,127,174,82,0,0,39,0,22,8,9
ENSG00000224166.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257464.1,2,0,0,0,0,0,0,3,4,0,0,2
ENSG00000213451.2,0,0,0,0,0,0,0,6,0,0,0,3
ENSG00000274026.1,149,245,112,101,318,73,316,61,56,283,41,120
ENSG00000276337.1,63,360,80,189,128,75,149,102,197,73,120,113
ENSG00000234253.1,9,2,2,6,14,4,4,20,3,4,5,20
ENSG00000137825.10,0,3,22,0,3,10,5,10,49,0,12,100
ENSG00000244437.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011451.18,2431,1456,1181,2438,3294,1666,1437,977,1528,2313,839,3136
ENSG00000235812.4,15,4,3,1,0,5,0,17,1,0,10,30
ENSG00000207750.1,4,5,2,3,2,11,11,5,3,3,2,18
ENSG00000261063.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000156097.12,51,25,17,31,72,271,116,56,33,91,89,421
ENSG00000253194.1,8,8,0,32,3,9,17,0,6,3,6,2
ENSG00000260051.1,11,0,0,0,0,0,0,0,7,0,10,6
ENSG00000197837.3,233,5293,452,7882,1445,4172,618,255,919,1065,378,1651
ENSG00000252450.1,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000083896.12,3308,3253,1953,3824,6072,6100,3299,2259,2106,2908,2384,2480
ENSG00000223881.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000153037.14,1511,2233,813,4008,3600,2481,749,1071,1363,1753,1700,2205
ENSG00000227059.6,13,0,0,0,0,0,0,42,15,36,7,13
ENSG00000171757.15,81,154,52,847,1649,0,282,144,241,649,55,568
ENSG00000279421.1,0,0,0,0,0,0,1,4,0,0,0,0
ENSG00000188976.10,6767,4074,1123,18641,19377,8274,4540,1883,2179,10388,2219,3796
ENSG00000187288.10,0,0,0,0,0,3,0,9,6,3,5,6
ENSG00000212224.1,3,0,0,0,0,0,0,11,5,0,0,0
ENSG00000241709.3,0,2,0,0,0,3,12,7,0,0,3,3
ENSG00000253229.1,0,0,0,0,0,0,0,8,0,0,0,2
ENSG00000125485.17,1462,9523,1319,3810,4558,4252,1787,553,13080,5206,577,1204
ENSG00000267682.1,42,140,71,67,57,50,80,43,53,47,51,82
ENSG00000271347.1,284,322,211,132,166,166,508,333,534,256,337,263
ENSG00000206192.7,8,1,1,1,0,5,2,14,2,3,2,12
ENSG00000169032.9,1218,1435,559,2166,2054,7399,862,840,581,1276,720,1709
ENSG00000198251.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000110148.9,25,0,4,0,14,0,45,58,0,5,9,5
ENSG00000235640.1,52,10,3,0,696,0,0,29,17,145,12,0
ENSG00000229550.1,0,0,0,0,0,0,0,4,0,0,0,0
ENSG00000134014.16,345,2258,1224,4636,7508,5010,1959,1683,998,3438,1464,3529
ENSG00000162747.9,3,0,0,0,0,0,54,15,7,0,9,31
ENSG00000230223.6,9,0,34,0,0,0,0,6,6,7,8,20
ENSG00000249047.2,0,0,0,3,0,0,0,2,2,0,0,0
ENSG00000266984.1,4,5,3,8,10,3,2,10,12,1,4,17
ENSG00000243199.1,1549,1109,1059,9832,10942,3949,2405,1551,543,5156,973,1920
ENSG00000207525.1,1,12,2,3,7,1,18,2,3,3,2,4
ENSG00000214144.3,4,6,63,28,24,11,4,6,28,15,27,21
ENSG00000233825.1,6,10,6,24,14,11,13,0,12,33,5,0
ENSG00000275716.1,0,0,0,2,0,0,0,15,0,0,0,5
ENSG00000253516.1,124,209,316,60,206,240,351,60,85,99,84,75
ENSG00000217314.2,2,0,0,0,0,0,0,4,0,0,0,0
ENSG00000238961.1,512,964,592,908,1489,1635,1010,644,1306,1092,393,1815
ENSG00000255559.1,90,110,85,84,149,66,77,90,71,85,47,318
ENSG00000223546.6,398,615,254,570,693,693,589,246,579,502,288,656
ENSG00000284154.1,20,31,13,14,16,21,33,12,40,11,29,11
ENSG00000124507.10,40,1674,27,1324,2754,181,756,95,81,127,101,1544
ENSG00000230867.1,0,4,0,0,0,0,0,3,1,2,0,0
ENSG00000200706.1,1,2,0,0,0,0,3,8,1,0,2,3
ENSG00000260370.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235929.1,0,0,0,0,0,0,0,3,0,0,0,5
ENSG00000238047.1,0,0,0,0,0,0,0,0,5,0,0,5
ENSG00000196284.15,606,806,399,909,1327,845,634,531,409,933,311,555
ENSG00000252113.2,0,0,0,0,0,0,0,0,5,0,0,1
ENSG00000274713.1,0,3,0,2,1,5,2,0,3,3,0,1
ENSG00000278822.1,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000200480.1,1,9,0,4,0,0,2,3,0,6,0,2
ENSG00000256100.1,0,0,0,0,0,0,0,0,0,0,8,0
ENSG00000232600.3,0,9,0,0,0,0,0,0,0,0,0,0
ENSG00000206824.1,1,7,2,7,3,0,4,0,1,2,2,5
ENSG00000172046.18,2003,5279,2827,6265,6816,9487,4188,2172,2947,4930,2758,6306
ENSG00000229206.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272395.7,6,0,0,0,0,0,4,0,0,0,0,8
ENSG00000234324.1,17,0,0,4,3,1,0,14,6,0,5,7
ENSG00000111405.8,10,0,0,0,0,7,5,21,11,0,4,11
ENSG00000212160.1,1,0,0,0,0,0,0,1,0,0,0,2
ENSG00000224245.1,0,0,0,0,0,0,0,2,0,0,0,1
ENSG00000234617.1,17,53,63,15,16,34,67,48,17,5,24,44
ENSG00000213790.2,158,77,83,412,564,243,115,97,75,264,91,132
ENSG00000103253.17,57,151,171,555,1828,89,144,29,76,81,55,26
ENSG00000261296.1,8,3,0,0,0,2,0,37,23,0,17,11
ENSG00000235462.1,0,0,0,3,0,0,0,3,0,0,0,0
ENSG00000266805.1,55,97,48,44,59,36,54,86,261,33,64,49
ENSG00000184205.14,957,1822,249,2359,1796,3145,1390,350,664,1204,531,1083
ENSG00000255386.1,0,0,6,2,0,0,0,4,0,0,0,11
ENSG00000154007.6,0,0,0,0,0,0,0,2,2,0,2,0
ENSG00000232676.1,1,5,2,5,10,7,4,5,12,15,4,15
ENSG00000201955.1,53,187,609,493,574,1183,751,60,316,554,196,354
ENSG00000222842.1,7,0,1,0,0,0,0,0,0,0,4,2
ENSG00000206965.1,63,68,58,57,63,178,86,56,62,51,64,137
ENSG00000217930.7,278,306,210,1889,1927,681,281,58,159,1086,162,302
ENSG00000148634.15,2900,3944,2489,2794,3423,4254,3517,1449,1929,2635,2241,2124
ENSG00000283400.1,0,0,0,0,0,0,0,0,0,0,3,12
ENSG00000078668.13,3861,5306,3365,13836,22515,16563,5089,2452,997,7759,3730,8716
ENSG00000165655.16,491,1043,592,909,453,828,415,391,17,414,109,388
ENSG00000146755.10,26,25,4,9,7,0,9,29,10,0,11,30
ENSG00000214046.8,1033,1426,591,2962,3548,3652,1517,678,793,2550,668,2776
ENSG00000224251.6,0,5,0,0,0,0,0,0,0,0,0,0
ENSG00000119318.12,11686,10162,5363,24146,30937,12710,10936,4366,7850,15840,7020,15508
ENSG00000250869.2,20,4,0,0,0,0,0,28,0,0,14,18
ENSG00000163281.11,2631,1327,917,2484,2169,4359,2150,1334,1473,1438,1457,1377
ENSG00000101350.7,3888,7845,2420,3366,6548,13305,8994,3344,4347,5850,3190,5577
ENSG00000243518.1,7,6,3,0,0,16,30,15,3,0,4,20
ENSG00000225314.1,3,0,0,0,0,0,0,3,2,0,0,0
ENSG00000269220.1,5,19,6,10,28,2,23,19,4,10,4,24
ENSG00000100092.21,43,109,23,9,16,8,62,55,11,0,4,20
ENSG00000276656.1,8,10,5,1,2,4,3,9,12,4,7,2
ENSG00000239415.1,27,108,42,40,21,44,59,54,24,32,10,12
ENSG00000226308.1,0,0,0,0,9,4,27,2,8,0,29,0
ENSG00000197959.13,404,896,200,272,161,976,2565,811,716,571,1057,69
ENSG00000197813.5,24,82,47,164,0,134,10,37,27,0,29,33
ENSG00000008130.15,2231,2363,414,3552,4202,5070,1521,673,1106,2816,1050,1199
ENSG00000259358.1,106,103,73,74,55,73,155,55,101,64,69,87
ENSG00000212187.1,0,0,1,0,0,0,0,0,0,0,0,2
ENSG00000260003.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196458.10,3997,3239,1775,4009,5648,170,3166,2876,2634,4397,2616,3642
ENSG00000221493.1,0,3,2,2,0,0,0,0,0,1,1,1
ENSG00000226441.2,0,0,0,0,0,0,0,0,5,0,0,0
ENSG00000229120.2,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211904.2,1,0,1,0,0,0,1,2,1,0,0,0
ENSG00000233437.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225831.1,9,0,0,0,0,0,0,5,0,0,0,2
ENSG00000255772.5,0,0,0,0,0,0,0,0,0,0,0,4
ENSG00000261429.2,12,4,0,0,0,3,0,13,0,0,4,10
ENSG00000186235.10,12,3,0,768,2000,355,65,63,16,332,175,160
ENSG00000272950.1,0,0,1,0,2,5,5,4,9,0,0,8
ENSG00000197409.7,5437,5954,2054,22851,34881,23199,6681,4201,4929,10452,4086,3993
ENSG00000063515.2,0,0,0,0,11,0,0,0,0,0,0,5
ENSG00000228884.2,11,2,1,0,1,1,0,12,5,0,0,2
ENSG00000254663.1,2,0,0,0,0,0,0,4,0,0,0,4
ENSG00000237639.2,0,0,0,0,0,0,0,1,2,0,2,1
ENSG00000223657.2,0,0,0,0,7,0,0,0,0,0,0,17
ENSG00000229798.1,3,20,9,3,0,4,17,8,20,0,14,3
ENSG00000279603.1,13,3,13,3,0,0,29,16,3,0,4,2
ENSG00000281189.1,54,124,13,27,78,54,66,55,126,67,9,38
ENSG00000232978.2,0,0,0,0,0,0,0,0,0,0,0,6
ENSG00000253963.1,0,0,0,0,0,0,0,5,0,0,0,0
ENSG00000164512.17,4,1,5,1449,211,22,4,8,11,14,10,5
ENSG00000233385.1,5,0,0,0,0,0,0,4,0,0,3,5
ENSG00000248956.1,14,1,0,6,3,0,0,14,0,0,4,3
ENSG00000285062.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137509.10,866,5606,648,2309,3436,4324,1227,890,378,1553,652,2269
ENSG00000276747.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177706.8,251,399,129,142,1385,99,1296,292,79,799,520,1372
ENSG00000201569.1,0,5,1,0,0,0,5,15,1,0,1,0
ENSG00000278774.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262831.1,0,0,4,4,0,0,0,0,0,0,0,0
ENSG00000215864.5,3,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224159.1,0,0,0,0,0,0,0,28,7,0,23,13
ENSG00000274996.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264573.2,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000230852.1,0,0,21,0,5,0,0,0,0,17,0,0
ENSG00000198077.10,5,0,0,0,0,0,0,15,4,0,0,0
ENSG00000253682.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164684.13,17658,20699,43732,11532,38310,84754,61620,15163,15416,20045,12544,16616
ENSG00000198974.3,6,2,1,0,1,2,5,5,2,0,4,0
ENSG00000231173.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268615.1,3,4,0,0,0,0,1,3,0,3,2,3
ENSG00000128242.12,11,0,3,0,9,0,41,6,6,0,0,18
ENSG00000229822.2,1,0,0,0,1,0,0,5,0,3,0,3
ENSG00000241367.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199652.2,0,0,0,0,0,0,3,0,0,0,0,2
ENSG00000130227.16,2935,6416,3057,7893,15914,7231,4596,2951,1679,7006,3366,9284
ENSG00000181450.17,297,592,364,486,379,620,336,1300,470,2929,3940,487
ENSG00000207122.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243365.3,2,0,2,0,0,0,0,6,0,0,0,0
ENSG00000260912.1,310,213,192,401,216,326,218,120,138,111,96,271
ENSG00000224050.1,8,47,22,6,49,16,0,13,5,14,9,0
ENSG00000164659.14,2187,2275,3512,595,3321,5380,4876,1125,9934,596,539,1481
ENSG00000066427.22,2368,2166,1948,3051,3611,2385,2521,2012,1853,1363,896,1766
ENSG00000225661.7_PAR_Y,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264116.4,0,0,0,0,0,0,0,0,0,0,0,22
ENSG00000278478.1,0,0,0,2,0,0,0,8,0,0,0,2
ENSG00000201711.1,0,0,2,0,0,0,0,2,0,0,0,0
ENSG00000224371.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138435.15,282,3,55,2695,284,298,111,93,3,332,9,11
ENSG00000133863.8,1674,380,81,7,7,2387,4451,1300,138,223,26,4093
ENSG00000223113.1,0,0,0,0,0,0,0,4,0,0,0,0
ENSG00000207736.1,2,3,0,0,1,0,3,2,0,0,0,0
ENSG00000159228.12,745,470,524,1456,2049,2294,966,132,448,1081,274,534
ENSG00000180772.6,6,0,0,0,0,0,0,7,3,0,5,3
ENSG00000117598.11,63,864,0,3614,6876,140,397,35,2414,1344,433,780
ENSG00000136197.12,442,759,358,375,39,1048,716,457,749,421,276,629
ENSG00000273696.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278917.1,46,68,27,9,24,31,134,84,98,43,63,99
ENSG00000233634.1,0,0,0,0,0,0,0,4,0,0,0,0
ENSG00000212482.1,0,7,24,0,3,0,13,4,5,14,4,14
ENSG00000164683.16,114,604,852,285,821,603,4423,196,215,1605,494,785
ENSG00000029363.16,17007,18030,5700,30481,42324,37649,14016,12306,16279,27268,12667,20738
ENSG00000184185.9,281,57,19,0,57,1921,1324,30,23,53,24,215
ENSG00000224365.1,12,17,13,10,14,20,8,11,16,17,17,20
ENSG00000199977.1,19,41,15,26,18,56,20,24,45,11,5,11
ENSG00000151468.10,70,101,193,579,78,623,167,93,42,45,20,11
ENSG00000233256.1,0,0,0,0,0,38,0,0,0,0,0,0
ENSG00000205754.10,9,0,0,0,0,0,0,18,0,0,0,11
ENSG00000230847.4,0,0,88,0,60,72,75,0,51,0,15,28
ENSG00000227120.1,2,2,0,0,0,0,0,4,0,0,0,1
ENSG00000178928.8,5,0,0,0,0,0,0,6,3,0,12,4
ENSG00000211652.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251687.1,0,0,0,0,0,0,0,6,0,0,0,0
ENSG00000230219.3,19,4,2,1,0,0,0,42,15,0,5,16
ENSG00000203950.6,519,239,188,346,346,698,275,170,182,207,194,394
ENSG00000229858.2,0,0,0,0,2,0,0,2,0,0,2,5
ENSG00000231163.5,16,0,0,0,0,3,0,13,6,0,2,8
ENSG00000233606.2,5,1,0,1,0,0,3,41,3,0,3,18
ENSG00000236230.1,2,0,0,0,0,0,0,2,0,2,0,1
ENSG00000269653.1,21,31,26,14,13,25,45,14,22,9,19,3
ENSG00000207393.1,0,0,0,0,0,0,0,1,0,0,2,3
ENSG00000280587.1,13,19,15,0,0,18,0,22,7,0,9,13
ENSG00000254821.1,7,0,4,0,0,0,0,8,0,0,0,0
ENSG00000225460.1,0,0,0,0,0,0,0,7,0,0,4,15
ENSG00000274167.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166800.9,27,236,50,0,0,696,0,26,0,0,51,87
ENSG00000239247.3,0,6,0,0,5,0,0,3,6,0,0,0
ENSG00000256879.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000107821.14,9,58,3,20,45,79,34,31,34,39,34,199
ENSG00000082196.20,788,624,1756,552,457,2384,756,535,209,381,340,310
ENSG00000241723.1,1,0,0,0,4,0,1,2,0,2,0,2
ENSG00000172534.13,5964,11091,3835,6975,5743,8743,7587,2520,7043,6290,3963,7090
ENSG00000270516.1,7,0,3,0,0,0,3,10,0,0,1,4
ENSG00000182796.14,349,280,380,547,648,1275,754,447,319,308,189,190
ENSG00000230205.1,0,0,0,0,0,0,0,13,0,0,5,2
ENSG00000243544.3,1,0,0,0,0,0,2,2,2,0,2,0
ENSG00000203926.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201413.1,2,2,0,44,4,6,0,0,2,8,0,5
ENSG00000124490.13,0,0,0,0,7,0,0,6,0,0,0,18
ENSG00000207270.1,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000244251.1,16,2,14,6,26,10,2,11,13,8,11,15
ENSG00000266744.1,6,12,0,8,0,6,8,5,14,13,10,0
ENSG00000246790.2,0,0,0,0,0,7,5,10,0,3,0,5
ENSG00000226939.1,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000125657.4,10,0,0,36,44,0,20,0,3,25,0,140
ENSG00000233260.1,2,2,2,1,22,2,3,1,0,0,1,2
ENSG00000279526.1,0,4,0,0,17,0,0,8,5,19,6,10
ENSG00000139160.13,34,91,101,36,258,153,355,77,124,81,14,397
ENSG00000263494.1,6,6,2,0,0,14,7,0,7,0,4,2
ENSG00000278400.1,4,0,0,0,0,0,6,6,1,0,3,4
ENSG00000240590.1,5,2,0,0,3,1,0,42,2,1,7,5
ENSG00000279173.1,0,0,0,0,0,0,0,22,4,0,0,11
ENSG00000211831.2,3,0,0,0,0,0,0,3,0,0,0,0
ENSG00000250238.1,5,4,0,0,3,0,0,8,7,0,3,31
ENSG00000110492.15,2366,7164,3494,351,5450,919,4096,2961,5514,5847,3086,3834
ENSG00000233270.1,280,145,154,1156,1239,1069,293,226,129,528,251,504
ENSG00000185372.3,2,0,0,0,0,0,0,10,5,0,2,6
ENSG00000264067.1,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000232851.3,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000177469.12,33,100,17,45,521,140,521,85,77,92,53,55
ENSG00000110435.11,1175,1944,1038,3340,4592,5086,2330,1159,1236,2584,1686,2770
ENSG00000224165.5,139,552,232,147,139,104,438,151,276,79,163,529
ENSG00000274820.1,1,2,0,0,0,0,0,1,2,0,1,3
ENSG00000258909.1,12,0,0,0,0,0,0,35,7,0,5,16
ENSG00000134538.2,0,0,0,0,2,0,0,3,0,0,0,171
ENSG00000169398.19,7253,9176,7536,9129,10266,10791,12630,4970,4253,7039,6656,13363
ENSG00000279500.1,148,323,177,386,253,206,188,133,157,200,90,212
ENSG00000265944.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276105.1,7,0,0,0,0,0,0,9,0,0,2,4
ENSG00000202469.1,5,0,6,1,3,2,0,0,0,2,0,2
ENSG00000280554.1,1,1,1,1,1,1,1,1,1,1,0,1
ENSG00000162594.15,14,0,0,0,1,1,8,20,4,2,3,10
ENSG00000200257.1,4,14,1,5,0,1,4,4,10,5,1,4
ENSG00000226769.1,11,264,63,230,63,0,18,16,11,41,47,120
ENSG00000105699.16,19,5,9,69,184,25,7,5,8,20,9,11
ENSG00000270655.1,0,0,0,0,0,0,0,6,0,0,0,0
ENSG00000184619.4,301,1598,1095,375,1092,1345,1368,679,1117,779,812,785
ENSG00000237937.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265698.1,3,0,0,0,0,0,0,4,1,0,0,2
ENSG00000273719.1,0,0,0,0,0,0,0,0,1,0,2,0
ENSG00000120055.7,7,29,0,81,154,20,31,11,0,6,0,17
ENSG00000272899.3,102,174,298,163,115,130,272,41,242,136,90,125
ENSG00000214853.5,7,1,0,2,3,1,1,3,5,3,0,5
ENSG00000267544.1,121,151,86,306,379,327,108,91,44,215,77,191
ENSG00000164093.16,1128,2,773,3422,0,297,0,78,27,6,24,1128
ENSG00000269846.1,7,9,3,13,23,10,0,15,3,5,7,9
ENSG00000227930.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248778.1,31,18,9,6,13,15,19,15,22,7,18,7
ENSG00000230989.6,5617,5797,6067,11289,15546,27522,8730,4811,5007,13324,6998,10551
ENSG00000249870.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273782.1,1,0,0,0,0,0,0,0,0,0,0,1
ENSG00000227443.2,2,0,0,0,0,0,0,2,0,0,0,0
ENSG00000267370.1,55,131,63,38,68,216,152,70,60,64,54,66
ENSG00000261600.1,5,122,13,2,3,6,26,35,45,0,3,7
ENSG00000239467.5,42,14,5,5,24,114,13,0,14,10,0,49
ENSG00000230301.6,0,0,0,0,0,0,0,4,0,0,1,3
ENSG00000265139.1,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000275734.1,9,33,13,9,17,5,11,4,12,6,13,14
ENSG00000248702.1,2,1,0,0,0,0,0,3,2,0,11,3
ENSG00000257431.1,5,5,3,4,0,3,3,27,4,7,3,4
ENSG00000175395.15,358,494,2264,2334,2867,5080,5204,1596,2117,3961,308,1284
ENSG00000277966.1,3,0,0,0,0,0,0,23,4,0,0,1
ENSG00000272432.1,15,14,15,19,27,29,12,7,15,19,6,25
ENSG00000206974.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242193.11,103,17,0,19,0,153,66,13,31,24,46,211
ENSG00000100599.15,10,28,0,25,16,125,99,118,13,0,19,12
ENSG00000185615.15,491,68,2214,1704,16752,331,1060,114,5,1510,76,198
ENSG00000207208.1,2,0,2,4,0,0,0,3,1,0,0,3
ENSG00000228835.1,7,0,0,0,0,0,0,17,8,0,4,21
ENSG00000271237.1,0,0,0,0,0,0,0,11,0,0,0,0
ENSG00000133101.9,368,707,53,4,28,251,345,284,145,103,301,55
ENSG00000277423.1,26,12,10,16,20,17,8,24,16,15,10,20
ENSG00000223972.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132661.3,826,754,334,2940,2757,2333,742,347,492,1428,436,882
ENSG00000207389.1,2583,7593,15437,9681,12256,13760,6570,2874,10314,22955,6283,9893
ENSG00000239356.3,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000250215.1,33,19,27,44,79,50,30,33,28,28,28,35
ENSG00000184887.13,1116,1217,657,1630,2411,1733,952,703,917,957,809,1248
ENSG00000228829.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268575.1,438,1474,382,594,765,994,1406,343,522,1228,702,605
ENSG00000269947.1,8,36,23,48,48,31,61,34,6,25,22,23
ENSG00000281903.2,79,45,46,69,74,3448,240,39,158,33,23,62
ENSG00000201358.1,13,12,6,17,38,55,12,6,9,18,12,15
ENSG00000172208.6,0,0,3,0,0,0,0,5,0,0,1,0
ENSG00000204969.6,39,1152,2108,28,2489,69,214,634,821,181,32,1888
ENSG00000277754.1,0,0,0,0,0,2,3,0,4,0,0,4
ENSG00000244199.1,12,1,12,1,13,2,4,17,5,2,10,7
ENSG00000272885.1,22,29,6,14,5,5,7,3,9,6,6,6
ENSG00000089737.16,3001,3528,1325,9961,5926,4605,2580,2731,2491,4844,2123,4323
ENSG00000266101.1,0,0,0,0,0,0,0,10,0,4,0,0
ENSG00000282996.1,0,0,0,0,0,0,0,13,0,0,5,13
ENSG00000235726.5,15,0,0,0,0,23,0,5,4,0,2,23
ENSG00000258159.1,7,0,2,2,0,0,0,14,5,3,2,6
ENSG00000232114.1,1,0,2,2,2,0,2,7,0,0,0,1
ENSG00000231622.1,5,11,0,7,5,2,2,3,4,0,2,4
ENSG00000249502.1,34,29,5,42,13,78,17,24,6,18,12,35
ENSG00000229797.1,0,16,0,0,0,0,0,6,0,0,0,7
ENSG00000206698.1,9,4,7,23,9,18,5,3,14,3,13,14
ENSG00000254384.1,20,0,3,0,5,0,1,41,16,0,23,76
ENSG00000134595.8,115,3,0,0,0,638,524,213,3,0,2,4
ENSG00000127720.7,376,360,106,665,420,1132,578,270,127,376,275,270
ENSG00000268067.2,2,4,5,0,0,2,9,0,0,2,3,0
ENSG00000226330.1,0,0,0,0,0,0,0,2,0,0,2,0
ENSG00000237731.1,50,2,55,59,22,49,52,36,12,0,5,43
ENSG00000128713.13,7,0,0,0,0,0,0,0,12,0,5,75
ENSG00000258921.1,0,0,0,0,0,0,0,21,0,0,0,0
ENSG00000185015.7,159,184,72,72,77,636,527,89,15,86,53,202
ENSG00000261244.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227588.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131721.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270897.1,0,0,0,0,0,0,0,3,2,0,0,6
ENSG00000231763.1,7,0,0,0,0,0,0,19,6,0,5,13
ENSG00000226320.5,0,6,0,0,0,173,0,6,58,0,49,0
ENSG00000164022.16,3594,1501,1157,7300,9862,4646,2114,1321,1117,4940,1266,3559
ENSG00000166863.11,24,0,1472,4,0,54,0,12,0,0,0,4
ENSG00000237539.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225140.1,0,0,0,0,0,0,0,8,0,0,0,0
ENSG00000222046.2,4,3,0,0,0,3,12,12,0,0,9,0
ENSG00000231579.3,121,168,59,403,485,260,96,95,96,285,107,132
ENSG00000259571.1,10,0,0,0,0,101,9,29,5,7,4,10
ENSG00000132842.13,2508,2236,1456,4824,3667,10449,2352,1967,981,1595,943,4948
ENSG00000252977.1,0,0,2,0,2,0,0,0,0,0,0,0
ENSG00000065183.15,4753,3444,2309,14462,16775,7716,3227,1949,2085,9814,2401,4588
ENSG00000176986.15,3060,7514,3111,5954,11176,12386,4476,2637,3607,5991,3170,6847
ENSG00000069482.6,184,0,6,0,171,0,94,24,0,14,0,0
ENSG00000268287.1,2,0,0,0,0,0,0,2,0,0,1,1
ENSG00000278045.1,0,0,0,0,8,0,0,0,0,0,0,0
ENSG00000169876.13,7,0,0,0,0,0,0,27,10,0,12,17
ENSG00000283110.1,0,0,0,0,0,0,2,5,0,0,0,0
ENSG00000281477.1,0,0,0,0,0,0,0,5,0,0,0,0
ENSG00000256625.1,0,0,0,0,10,0,6,8,0,0,0,0
ENSG00000257078.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265841.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280259.1,9,9,0,0,1,0,3,36,9,6,0,15
ENSG00000260224.1,11,2,1,3,0,0,2,12,5,4,5,2
ENSG00000256146.1,6,0,9,71,63,0,3,47,9,147,20,418
ENSG00000204977.9,6974,4756,3738,6340,7462,14601,7289,5527,3516,7727,1452,3967
ENSG00000173141.4,1927,2284,690,3601,4081,4152,1499,836,836,3223,583,1662
ENSG00000272897.5,0,0,0,0,0,0,0,0,0,9,0,0
ENSG00000139679.15,161,2,56,9,8,1195,935,385,12,69,13,12
ENSG00000279475.1,21,0,0,0,0,0,0,11,4,0,0,3
ENSG00000248211.1,0,33,0,0,0,8,0,0,6,0,0,6
ENSG00000260052.1,0,0,0,0,0,8,0,0,7,0,0,0
ENSG00000259833.5,3,0,1,0,2,0,0,2,1,8,7,16
ENSG00000122783.16,1105,1067,755,1682,1533,2213,664,566,1335,1181,492,2142
ENSG00000164024.11,2776,1659,1054,5197,7464,3332,1446,1189,1228,3075,1114,1276
ENSG00000249317.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253780.1,0,0,0,0,0,0,0,1,0,0,0,2
ENSG00000183395.4,0,0,0,0,0,0,0,5,0,0,0,0
ENSG00000227193.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230599.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257042.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102924.11,2437,989,3224,1056,3807,3219,7294,4015,5121,1033,1200,5494
ENSG00000175348.10,358,865,625,691,1190,1934,831,459,577,934,681,628
ENSG00000249307.5,82,19,114,178,58,270,92,132,34,121,2399,50
ENSG00000273384.1,3,7,0,21,11,3,0,8,4,11,11,5
ENSG00000182810.6,355,667,216,1910,2311,1456,506,184,318,951,174,1099
